Column,LatLong,Latitude,Longitude,City,cityURI,County,countyQID,State,stateQID
18395,36.38917 -77.75035,36.3892,-77.7504,,,Halifax County,Q509910,North Carolina,Q1454
18430,34.5306 -100.680835,34.5306,-100.6808,,,Hall County,Q108803,Texas,Q1439
18450,32.753731 -81.217667,32.7537,-81.2177,Lena,Q6522051,Hampton County,Q497880,South Carolina,Q1456
18496,28.81216 -95.940575,28.8122,-95.9406,,,Matagorda County,Q485910,Texas,Q1439
18602,36.09805 -119.55904,36.0981,-119.559,Corcoran,Q913487,Kings County,Q156358,California,Q99
18607,35.40119 -100.269895,35.4012,-100.2699,,,Wheeler County,Q111766,Texas,Q1439
18615,35.35604 -88.82692,35.356,-88.8269,,,Hardeman County,Q502437,Tennessee,Q1509
18661,34.677816 -99.964293,34.6778,-99.9643,,,Harmon County,Q486626,Oklahoma,Q1649
18670,35.39891 -78.81682,35.3989,-78.8168,Lillington,Q2029270,Harnett County,Q497861,North Carolina,Q1454
18682,35.3716 -78.8707,35.3716,-78.8707,,,Harnett County,Q497861,North Carolina,Q1454
18694,32.23992 -83.47054,32.2399,-83.4705,,,Pulaski County,Q498301,Georgia,Q1428
18718,35.60991 -89.285835,35.6099,-89.2858,,,Haywood County,Q502069,Tennessee,Q1509
18746,35.5819 -89.27893,35.5819,-89.2789,,,Haywood County,Q502069,Tennessee,Q1509
18793,31.81902 -82.61915,31.819,-82.6192,,,Jeff Davis County,Q493071,Georgia,Q1428
18805,31.35147 -85.34242,31.3515,-85.3424,Headland,Q79858,Henry County,Q501000,Alabama,Q173
19526,36.392205 -76.948765,36.3922,-76.9488,,,Hertford County,Q751202,North Carolina,Q1454
19536,26.09834 -98.26991,26.0983,-98.2699,,,Hidalgo County,Q26519,Texas,Q1439
19546,26.4097 -98.2242,26.4097,-98.2242,,,Hidalgo County,Q26519,Texas,Q1439
19554,26.29627 -98.12832,26.2963,-98.1283,,,Hidalgo County,Q26519,Texas,Q1439
19613,32.23505 -97.22996,32.2351,-97.23,,,Hill County,Q110384,Texas,Q1439
19645,33.4516 -88.7888,33.4516,-88.7888,Mississippi State,Q15253671,Oktibbeha County,Q497615,Mississippi,Q1494
19692,33.60661 -102.345715,33.6066,-102.3457,,,Hockley,Q3477808,Texas,Q1439
19702,33.77898 -102.46662,33.779,-102.4666,,,Hockley,Q3477808,Texas,Q1439
19711,33.82411 -89.79468,33.8241,-89.7947,,,Grenada County,Q490869,Mississippi,Q1494
19731,31.128395 -87.15194,31.1284,-87.1519,,,Escambia County,Q487744,Alabama,Q173
19747,32.3782 -101.61263,32.3782,-101.6126,,,Howard County,Q111380,Texas,Q1439
19808,36.2287 -120.0879,36.2287,-120.0879,Huron,Q2649652,Fresno County,Q271915,California,Q99
19815,36.60023 -89.64631,36.6002,-89.6463,,,New Madrid County,Q489779,Missouri,Q1581
19841,30.86423 -91.73659,30.8642,-91.7366,,,Pointe Coupee Parish,Q506951,Louisiana,Q1588
19851,30.86841 -91.74081,30.8684,-91.7408,,,Pointe Coupee Parish,Q506951,Louisiana,Q1588
19863,31.60106 -83.27211,31.6011,-83.2721,,,Irwin County,Q492057,Georgia,Q1428
19874,36.90727 -76.69059,36.9073,-76.6906,,,Isle of Wight County,Q338052,Virginia,Q1370
19886,33.49565 -90.31992,33.4957,-90.3199,Itta Bena,Q867490,Leflore County,Q497607,Mississippi,Q1494
20020,35.17494 -99.68999,35.1749,-99.69,Delhi,Q16736132,Beckham County,Q491646,Oklahoma,Q1649
20027,29.00379 -96.68519,29.0038,-96.6852,,,Jackson County,Q485030,Texas,Q1439
20057,36.356155 -77.48307,36.3562,-77.4831,,,Northampton County,Q506676,North Carolina,Q1454
20067,34.59673 -99.44071,34.5967,-99.4407,,,Jackson County,Q485030,Oklahoma,Q1649
20081,35.6139 -88.8194,35.6139,-88.8194,Jackson,Q985409,Madison County,Q494755,Tennessee,Q1509
20345,28.93546 -96.58748,28.9355,-96.5875,,,Jackson County,Q485030,Texas,Q1439
20376,34.1026 -102.8318,34.1026,-102.8318,Muleshoe,Q982501,Bailey County,Q107973,Texas,Q1439
20394,34.29721 -99.73977,34.2972,-99.7398,Quanah,Q974733,Hardeman County,Q109317,Texas,Q1439
20404,34.96502 -100.270485,34.965,-100.2705,,,Collingsworth County,Q111647,Texas,Q1439
20420,35.10526 -98.60331,35.1053,-98.6033,Carnegie,Q1982359,Caddo Parish,Q177562,Oklahoma,Q1649
20428,31.82233 -82.62091,31.8223,-82.6209,,,Jeff Davis County,Q493071,Georgia,Q1428
20457,34.01035 -102.41629,34.0104,-102.4163,Amherst,Q978696,Lamb County,Q112781,Texas,Q1439
20463,34.43642 -92.15035,34.4364,-92.1504,,,Jefferson County,Q488859,Arkansas,Q1612
20473,33.07667 -82.41881,33.0767,-82.4188,,,Jefferson County,Q486386,Georgia,Q1428
20482,33.616595 -99.73432,33.6166,-99.7343,,,Knox County,Q110570,Texas,Q1439
20489,31.57493 -81.91942,31.5749,-81.9194,,,Wayne County,Q491762,Georgia,Q1428
20512,33.18428 -90.22201,33.1843,-90.222,Tchula,Q953392,Holmes County,Q485426,Mississippi,Q1494
20523,36.899485 -76.68721,36.8995,-76.6872,Isle of Wight,Q6084077,Isle of Wight County,Q338052,Virginia,Q1370
20568,31.43477 -100.45087,31.4348,-100.4509,,,Tom Green County,Q113396,Texas,Q1439
20588,34.50249 -99.14093,34.5025,-99.1409,Tipton,Q1431314,Tillman County,Q489324,Oklahoma,Q1649
20619,33.51711 -90.18039,33.5171,-90.1804,Greenwood,Q986376,Leflore County,Q497607,Mississippi,Q1494
20640,36.87652 -89.58828,36.8765,-89.5883,Sikeston,Q961229,New Madrid County,Q489779,Missouri,Q1581
20808,36.87652 -89.58828,36.8765,-89.5883,Sikeston,Q961229,Scott County,Q496980,Missouri,Q1581
20944,36.87652 -89.58828,36.8765,-89.5883,Sikeston,Q961229,Mississippi County,Q490014,Missouri,Q1581
20977,32.69668 -82.66224,32.6967,-82.6622,,,Johnson County,Q163529,Georgia,Q1428
20986,35.536235 -78.386715,35.5362,-78.3867,,,Johnston County,Q497938,North Carolina,Q1454
21266,35.54303 -78.4009,35.543,-78.4009,,,Johnston County,Q497938,North Carolina,Q1454
21357,32.86956 -99.80837,32.8696,-99.8084,,,Jones County,Q483895,Texas,Q1439
21375,35.793 -90.54,35.793,-90.54,,,Craighead County,Q61354,Arkansas,Q1612
21397,31.5028 -91.9028,31.5028,-91.9028,Jonesville,Q3239810,Catahoula,Q3887862,Louisiana,Q1588
21407,35.60205 -90.51924,35.6021,-90.5192,Judd Hill,Q14680994,Poinsett County,Q61153,Arkansas,Q1612
21946,27.776965 -97.493187,27.777,-97.4932,,,Nueces River,Q1468723,Texas,Q1439
21967,37.630669 -98.9049,37.6307,-98.9049,Cullison,Q2422215,Pratt County,Q374604,Kansas,Q1558
21995,37.325199 -101.20842,37.3252,-101.2084,Moscow,Q1023006,Stevens County,Q402259,Kansas,Q1558
22020,35.67484 -90.09876,35.6748,-90.0988,Keiser,Q79488,Mississippi County,Q61157,Arkansas,Q1612
22643,33.34145 -102.20313,33.3415,-102.2031,Meadow,Q972571,Terry County,Q113864,Texas,Q1439
22652,33.17975 -102.27505,33.1798,-102.2751,Brownfield,Q981849,Terry County,Q113864,Texas,Q1439
22661,33.8911 -91.2569,33.8911,-91.2569,Kelso,Q6386523,Desha County,Q61029,Arkansas,Q1612
22678,31.33373 -99.85836,31.3337,-99.8584,,,Concho County,Q109795,Texas,Q1439
22717,34.5892 -92.0023,34.5892,-92.0023,Keo,Q2580662,Lonoke County,Q61143,Arkansas,Q1612
22725,35.95931 -88.44857,35.9593,-88.4486,,,Carroll County,Q494905,Tennessee,Q1509
22740,34.412238 -101.676943,34.4122,-101.6769,,,Swisher County,Q112882,Texas,Q1439
22756,29.298405 -96.24113,29.2984,-96.2411,,,Wharton County,Q483916,Texas,Q1439
22776,30.65452 -97.60251,30.6545,-97.6025,,,Williamson County,Q112686,Texas,Q1439
22794,33.2699 -93.57999,33.2699,-93.58,,,Lafayette County,Q61167,Arkansas,Q1612
22804,34.96071 -90.11391,34.9607,-90.1139,Lake Cormorant,Q6475466,DeSoto County,Q339724,Mississippi,Q1494
22855,36.3462693 -89.4759999,36.3463,-89.476,,,Lake County,Q494771,Tennessee,Q1509
22977,33.3324 -91.3183,33.3324,-91.3183,Lake Village,Q79351,Chicot County,Q61458,Arkansas,Q1612
22985,34.91618 -89.31828,34.9162,-89.3183,Lamar,Q572172,Lamar County,Q490896,Mississippi,Q1494
22995,34.069075 -102.350455,34.0691,-102.3505,,,Lamb County,Q112781,Texas,Q1439
23003,34.23717 -102.36276,34.2372,-102.3628,,,Lamb County,Q112781,Texas,Q1439
23068,32.73747 -99.87886,32.7375,-99.8789,,,Jones County,Q483895,Texas,Q1439
23082,32.3069 -106.77785,32.3069,-106.7779,Las Cruces,Q33264,Doña Ana County,Q112953,New Mexico,Q1522
23192,32.306728 -106.777733,32.3067,-106.7777,Las Cruces,Q33264,Doña Ana County,Q112953,New Mexico,Q1522
23224,35.74271 -89.649685,35.7427,-89.6497,,,Lauderdale County,Q502364,Tennessee,Q1509
23253,35.76919 -89.57265,35.7692,-89.5727,,,Lauderdale County,Q502364,Tennessee,Q1509
23431,27.74777 -97.66839,27.7478,-97.6684,,,Nueces River,Q1468723,Texas,Q1439
23451,32.57819 -85.348942,32.5782,-85.3489,,,Lee County,Q304065,Alabama,Q173
23463,32.19747 -90.54577,32.1975,-90.5458,Learned,Q2208799,Hinds County,Q486538,Mississippi,Q1494
23473,34.1817 -80.25604,34.1817,-80.256,,,Lee County,Q304065,South Carolina,Q1456
23483,34.87125 -90.400610523416,34.8713,-90.4006,,,Lee County,Q304065,Arkansas,Q1612
23503,36.19025 -89.78478,36.1903,-89.7848,,,Pemiscot County,Q497602,Missouri,Q1581
23581,34.1846 -80.27531,34.1846,-80.2753,,,Lee County,Q304065,South Carolina,Q1456
23736,"33.593102,-91.073852",33.5931,-91.0739,Leesburg,Q116535264,Scott County,Q496980,Mississippi,Q1494
23746,31.095675 -91.979115,31.0957,-91.9791,,,Avoyelles Parish,Q504435,Louisiana,Q1588
23756,36.30101 -119.78637,36.301,-119.7864,Lemoore,Q986940,Kings County,Q156358,California,Q99
23764,31.15483 -83.42983,31.1548,-83.4298,,,Cook County,Q156431,Georgia,Q1428
23776,35.76635 -89.58075,35.7664,-89.5808,,,Lauderdale County,Q502364,Tennessee,Q1509
23791,36.21338 -89.748055,36.2134,-89.7481,,,Pemiscot County,Q497602,Missouri,Q1581
23822,36.43087 -89.69294,36.4309,-89.6929,Portageville,Q968000,New Madrid County,Q489779,Missouri,Q1581
24595,36.43087 -89.69294,36.4309,-89.6929,Portageville,Q968000,Dunklin County,Q430938,Missouri,Q1581
24703,32.14975 -91.81854,32.1498,-91.8185,,,Franklin Parish,Q504391,Louisiana,Q1588
24714,33.95968 -91.75479,33.9597,-91.7548,,,Lincoln County,Q61294,Arkansas,Q1612
24734,35.14355 -86.58486,35.1436,-86.5849,,,Lincoln County,Q61294,Tennessee,Q1509
24790,36.26455 -89.4875,36.2646,-89.4875,Ridgely,Q2749132,Lake County,Q494771,Tennessee,Q1509
25047,34.78391 -91.90062,34.7839,-91.9006,,,Lonoke County,Q61143,Arkansas,Q1612
25057,37.06139 -120.84756,37.0614,-120.8476,Los Banos,Q590932,Merced County,Q109690,California,Q99
25065,30.84768 -83.27536,30.8477,-83.2754,,,Lowndes County,Q493134,Georgia,Q1428
25076,33.72958 -101.83551,33.7296,-101.8355,,,Lubbock County,Q111790,Texas,Q1439
25217,30.92433 -88.592857,30.9243,-88.5929,Lucedale,Q1822215,George County,Q485445,Mississippi,Q1494
25228,34.51364 -102.88346,34.5136,-102.8835,Bovina,Q981980,Parmer County,Q484521,Texas,Q1439
26150,32.678902 -89.348099,32.6789,-89.3481,Madden,Q6726598,Leake County,Q490835,Mississippi,Q1494
26161,32.37313 -91.21624,32.3731,-91.2162,,,Madison Parish,Q507180,Louisiana,Q1588
26187,29.604985 -96.524825,29.605,-96.5248,,,Colorado,Q5148681,Texas,Q1439
26207,36.561 -89.9952,36.561,-89.9952,Malden,Q954015,Dunklin County,Q430938,Missouri,Q1581
26248,35.87979 -90.16629,35.8798,-90.1663,Manila,Q79626,Mississippi County,Q61157,Arkansas,Q1612
26382,34.77396 -90.7667,34.774,-90.7667,Marianna,Q79582,Lee County,Q304065,Arkansas,Q1612
26498,34.7762 -90.8675,34.7762,-90.8675,,,Lee County,Q304065,Arkansas,Q1612
26977,33.27656 -112.187065,33.2766,-112.1871,Maricopa,Q79877,Pinal County,Q58712,Arizona,Q816
27134,33.80046 -101.18841,33.8005,-101.1884,Mount Blanco,,Crosby County,Q109279,Texas,Q1439
27164,34.39637 -103.03352,34.3964,-103.0335,Farwell,Q981214,Parmer County,Q484521,Texas,Q1439
27176,34.73232 -79.82966,34.7323,-79.8297,,,Marlboro County,Q512816,South Carolina,Q1456
27183,32.52733 -101.71597,32.5273,-101.716,,,Martin County,Q484551,Texas,Q1439
27199,32.30606 -101.434725,32.3061,-101.4347,,,Howard County,Q111380,Texas,Q1439
27239,34.5424 -90.9843,34.5424,-90.9843,Marvell,Q79467,Phillips County,Q61470,Arkansas,Q1612
27248,28.87744 -95.98854,28.8774,-95.9885,,,Matagorda County,Q485910,Texas,Q1439
27361,28.69127 -95.96757,28.6913,-95.9676,,,Matagorda County,Q485910,Texas,Q1439
27411,33.64968 -89.31205,33.6497,-89.3121,Bellefontaine,Q4883756,Webster County,Q486435,Mississippi,Q1494
27421,31.59588 -91.77926,31.5959,-91.7793,,,Catahoula,Q3887862,Louisiana,Q1588
27430,35.60025 -88.83211,35.6003,-88.8321,,,Madison County,Q494755,Tennessee,Q1509
27459,31.55921 -91.39821,31.5592,-91.3982,Natchez,Q944044,Adams County,Q108788,Mississippi,Q1494
27479,34.10951 -90.51152,34.1095,-90.5115,Mattson,Q6791887,Coahoma County,Q156575,Mississippi,Q1494
27499,29.38298 -99.05172,29.383,-99.0517,,,Medina County,Q110421,Texas,Q1439
27508,35.14976 -90.04925,35.1498,-90.0493,Memphis,Q16563,Shelby County,Q501602,Tennessee,Q1509
27753,36.7537 -120.37842,36.7537,-120.3784,Mendota,Q984601,Fresno County,Q271915,California,Q99
27768,"32.44,-89.75834",32.44,-89.7583,Leesburg,,Scott County,Q496980,Mississippi,Q1494
27778,35.88968 -98.44297,35.8897,-98.443,,,Blaine County,Q491623,Oklahoma,Q1649
27788,35.54893 -98.57838,35.5489,-98.5784,Hydro,Q2974873,Custer County,Q490716,Oklahoma,Q1649
27806,35.569612 -98.543894,35.5696,-98.5439,,,Blaine County,Q491623,Oklahoma,Q1649
27816,29.098875 -97.365805,29.0989,-97.3658,,,DeWitt County,Q26712,Texas,Q1439
27836,31.4615 -100.44242,31.4615,-100.4424,San Angelo,Q925598,Tom Green County,Q113396,Texas,Q1439
27884,31.949 -102.1718,31.949,-102.1718,Midland,Q128321,Midland County,Q483937,Texas,Q1439
27897,32.81885 -82.23482,32.8189,-82.2348,Midville,Q2206982,Burke County,Q211360,Georgia,Q1428
29159,33.41135 -102.15864,33.4114,-102.1586,Ropesville,Q1014938,Hockley,Q3477808,Texas,Q1439
29202,36.73115 -76.58895,36.7312,-76.589,Suffolk,Q112710714,Suffolk,Q342428,Virginia,Q1370
29364,33.466 -102.1861,33.466,-102.1861,Ropesville,Q1014938,Hockley,Q3477808,Texas,Q1439
29372,30.77098 -96.97796,30.771,-96.978,,,Milam County,Q26716,Texas,Q1439
29411,35.92075 -88.75879,35.9208,-88.7588,Milan,Q1856043,Gibson County,Q502442,Tennessee,Q1509
29515,31.17043 -84.745,31.1704,-84.745,,,Miller County,Q493107,Georgia,Q1428
29524,32.387997 -87.140057,32.388,-87.1401,,,Dallas County,Q488847,Alabama,Q173
29541,33.76269 -90.30479,33.7627,-90.3048,Minter City,Q6869609,Leflore County,Q497607,Mississippi,Q1494
29551,35.77091 -90.03526,35.7709,-90.0353,,,Mississippi County,Q61157,Arkansas,Q1612
29571,34.46743 -88.76183,34.4674,-88.7618,,,Oktibbeha County,Q497615,Mississippi,Q1494
29601,32.30667 -100.921885,32.3067,-100.9219,,,Mitchell County,Q112442,Texas,Q1439
29609,33.86991 -88.462155,33.8699,-88.4622,,,Monroe County,Q491276,Mississippi,Q1494
29619,35.324265 -79.8987,35.3243,-79.8987,,,Montgomery County,Q506697,North Carolina,Q1454
29659,35.34735 -79.93258,35.3474,-79.9326,,,Montgomery County,Q506697,North Carolina,Q1454
29710,32.818 -91.82162,32.818,-91.8216,,,Morehouse Parish,Q1125008,Louisiana,Q1588
29749,33.381279 -90.349121,33.3813,-90.3491,Morgan City,Q892742,Leflore County,Q497607,Mississippi,Q1494
29760,37.3252 -101.20842,37.3252,-101.2084,Moscow,Q1023006,Stevens County,Q402259,Kansas,Q1558
29787,34.44323 -87.851655,34.4432,-87.8517,,,Franklin County,Q488892,Alabama,Q173
29814,-83.39 31.35,31.35,-83.39,,,Berrien County,Q488868,Georgia,Q1428
29826,32.1015 -91.2929,32.1015,-91.2929,Newellton,Q2185881,Tensas Parish,Q512911,Louisiana,Q1588
29836,30.7734 -85.2357,30.7734,-85.2357,Marianna,Q1924806,Jackson County,Q485030,Florida,Q812
29906,34.7555 -87.97339,34.7555,-87.9734,,,Cherokee County,Q108832,Alabama,Q173
29915,36.2748 -90.0018,36.2748,-90.0018,,,Clay County,Q61330,Arkansas,Q1612
29955,34.19397 -88.71657,34.194,-88.7166,Verona,Q867136,Lee County,Q304065,Mississippi,Q1494
30406,36.44409 -77.4742,36.4441,-77.4742,,,Northampton County,Q506676,North Carolina,Q1454
30431,31.91788 -91.23275,31.9179,-91.2328,St. Joseph,Q2562831,Tensas Parish,Q512911,Louisiana,Q1588
30505,31.91788 -91.23275,31.9179,-91.2328,St. Joseph,Q2562831,Tensas Parish,Q512911,Louisiana,Q1588
30858,36.4625497 -77.191229,36.4625,-77.1912,,,Northampton County,Q506676,North Carolina,Q1454
30870,36.4828531 -77.420139,36.4829,-77.4201,,,Northampton County,Q506676,North Carolina,Q1454
30879,33.106955 -88.55928,33.107,-88.5593,,,Noxubee County,Q490215,Mississippi,Q1494
30889,27.88986 -97.87974,27.8899,-97.8797,,,Nueces River,Q1468723,Texas,Q1439
30909,-83.2 31.53,31.53,-83.2,,,Irwin County,Q492057,Georgia,Q1428
30921,35.21553 -99.866653,35.2155,-99.8667,Erick,Q612755,Beckham County,Q491646,Oklahoma,Q1649
30935,35.85844 -98.421844,35.8584,-98.4218,Hydro,Q2974873,Blaine County,Q491623,Oklahoma,Q1649
30944,35.41888 -99.2803,35.4189,-99.2803,,,Washita County,Q495958,Oklahoma,Q1649
30994,34.78356 -99.33175,34.7836,-99.3318,,,Jackson County,Q485030,Oklahoma,Q1649
31069,34.50746 -98.97919,34.5075,-98.9792,,,Tillman County,Q489324,Oklahoma,Q1649
31144,35.32062 -99.62425,35.3206,-99.6243,,,Beckham County,Q491646,Oklahoma,Q1649
31169,36.356312 -97.707176,36.3563,-97.7072,Fairmont,Q2187895,Garfield County,Q484729,Oklahoma,Q1649
31176,34.76863 -99.83334,34.7686,-99.8333,,,Harmon County,Q486626,Oklahoma,Q1649
31201,35.70989 -98.81099,35.7099,-98.811,,,Custer County,Q490716,Oklahoma,Q1649
31226,32.48811 -92.18967,32.4881,-92.1897,,,Ouachita Parish,Q507078,Louisiana,Q1588
31264,37.27427 -97.16973,37.2743,-97.1697,Oxford,Q1818312,Sumner County,Q375125,Kansas,Q1558
31273,34.61933 -89.96107,34.6193,-89.9611,Senatobia,Q2073595,Tate County,Q486526,Mississippi,Q1494
31620,37.77347 -75.6529,37.7735,-75.6529,,,Accomack County,Q49289,Virginia,Q1370
31696,35.39518 -100.80277,35.3952,-100.8028,,,Gray County,Q109312,Texas,Q1439
31704,33.768 -114.4707,33.768,-114.4707,,,La Paz County,Q58759,Arizona,Q816
31714,34.14988 -114.2888,34.1499,-114.2888,Parker,Q916314,La Paz County,Q58759,Arizona,Q816
31724,31.829765 -99.975005,31.8298,-99.975,,,Runnels County,Q112634,Texas,Q1439
31764,34.25801 -79.47829,34.258,-79.4783,Pee Dee,Q1687905,Marion County,Q502456,South Carolina,Q1456
31772,34.19363 -79.76906,34.1936,-79.7691,Florence,Q597842,Florence County,Q505987,South Carolina,Q1456
32065,34.19363 -79.76906,34.1936,-79.7691,,,Florence County,Q505987,South Carolina,Q1456
32427,34.30979 -79.74386,34.3098,-79.7439,,,Florence County,Q505987,South Carolina,Q1456
32437,34.29883 -79.73623,34.2988,-79.7362,,,Darlington County,Q502285,South Carolina,Q1456
32447,33.28239 -86.683595,33.2824,-86.6836,,,Shelby County,Q501084,Alabama,Q173
32461,34.48178 -90.77905,34.4818,-90.7791,,,Phillips County,Q61470,Arkansas,Q1612
32481,32.4497 -111.1062,32.4497,-111.1062,Marana,Q762743,Pima County,Q58688,Arizona,Q816
32490,33.2214 -102.8393,33.2214,-102.8393,Plains,Q982455,Yoakum County,Q112619,Texas,Q1439
32524,33.222731 -102.610824,33.2227,-102.6108,,,Yoakum County,Q112619,Texas,Q1439
32544,32.03682 -84.3883,32.0368,-84.3883,Plains,Q608527,Sumter County,Q503076,Georgia,Q1428
33970,33.18661 -102.81865,33.1866,-102.8187,Plains,Q982455,Yoakum County,Q112619,Texas,Q1439
34046,34.19765 -101.69813,34.1977,-101.6981,Plainview,Q982448,Hale County,Q111622,Texas,Q1439
34080,32.53602 -85.89384,32.536,-85.8938,Tallassee,Q79215,Elmore County,Q494630,Alabama,Q173
34320,34.0965 -80.17508,34.0965,-80.1751,,,Lee County,Q304065,South Carolina,Q1456
34330,34.09721 -80.174637,34.0972,-80.1746,,,Lee County,Q304065,South Carolina,Q1456
34340,35.56999 -90.62691,35.57,-90.6269,,,Poinsett County,Q61153,Arkansas,Q1612
34350,30.69432 -91.56029,30.6943,-91.5603,,,Pointe Coupee Parish,Q506951,Louisiana,Q1588
34360,30.70626 -91.57892,30.7063,-91.5789,,,Pointe Coupee Parish,Q506951,Louisiana,Q1588
34407,31.12509 -92.26013,31.1251,-92.2601,,,Rapides Parish,Q503870,Louisiana,Q1588
34417,28.61596 -96.62357,28.616,-96.6236,Port Lavaca,Q982477,Calhoun County,Q489377,Texas,Q1439
34448,-89.706463 36.394123,36.3941,-89.7065,,,Pemiscot County,Q497602,Missouri,Q1581
34459,33.2487 -91.4843,33.2487,-91.4843,,,Ashley County,Q61026,Arkansas,Q1612
34479,33.23649 -91.51314,33.2365,-91.5131,Portland,Q80163,Ashley County,Q61026,Arkansas,Q1612
34488,33.99116 -114.39995,33.9912,-114.4,Poston,Q1855103,La Paz County,Q58759,Arizona,Q816
34496,33.90946 -88.45344,33.9095,-88.4534,,,Monroe County,Q491276,Mississippi,Q1494
34506,37.64443 -98.73948,37.6444,-98.7395,,,Pratt County,Q374604,Kansas,Q1558
34549,37.64884 -98.72339,37.6488,-98.7234,,,Pratt County,Q374604,Kansas,Q1558
34577,32.46185 -86.45075,32.4619,-86.4508,Prattville,Q79509,Autauga County,Q156168,Alabama,Q173
35034,32.24773 -83.47608,32.2477,-83.4761,,,Pulaski County,Q498301,Georgia,Q1428
35052,33.1662 -111.4868,33.1662,-111.4868,,,Maricopa County,Q58691,Arizona,Q816
35062,33.24467 -111.63452,33.2447,-111.6345,Queen Creek,Q985299,Maricopa County,Q58691,Arizona,Q816
35072,30.85284 -83.57261,30.8528,-83.5726,,,Brooks County,Q488175,Georgia,Q1428
35084,33.592897 -101.410395,33.5929,-101.4104,,,Crosby County,Q109279,Texas,Q1439
35094,31.11291 -92.24641,31.1129,-92.2464,Echo,Q17515231,Rapides Parish,Q503870,Louisiana,Q1588
35153,35.18434 -89.8164,35.1843,-89.8164,,,Shelby County,Q501602,Tennessee,Q1509
35205,32.25938 -90.4228,32.2594,-90.4228,Raymond,Q1779125,Hinds County,Q486538,Mississippi,Q1494
35280,32.40695 -90.46141,32.407,-90.4614,,,Hinds County,Q486538,Mississippi,Q1494
35364,36.2634 -90.29275,36.2634,-90.2928,Rector,Q79382,Clay County,Q61330,Arkansas,Q1612
35382,32.1001 -93.2912,32.1001,-93.2912,Coushatta,Q2032769,Red River Parish,Q507126,Louisiana,Q1588
35392,32.57368 -111.32727,32.5737,-111.3273,Red Rock,Q7304894,Pinal County,Q58712,Arizona,Q816
35400,28.45866 -96.89278,28.4587,-96.8928,,,Refugio County,Q26705,Texas,Q1439
35410,28.000075 -97.522225,28.0001,-97.5222,,,San Patricio County,Q113132,Texas,Q1439
35560,38.12279 -97.76635,38.1228,-97.7664,,,Reno,Q17199075,Kansas,Q1558
35576,37.98459 -98.03486,37.9846,-98.0349,,,Reno,Q17199075,Kansas,Q1558
35590,33.59499 -101.61676,33.595,-101.6168,Acuff,Q4677866,Lubbock County,Q111790,Texas,Q1439
35629,34.416271 -90.444557,34.4163,-90.4446,Rich,Q7323150,Coahoma County,Q156575,Mississippi,Q1494
35639,26.409675 -98.224065,26.4097,-98.2241,,,Hidalgo County,Q26519,Texas,Q1439
35659,32.72207 -99.84325,32.7221,-99.8433,,,Jones County,Q483895,Texas,Q1439
35672,35.32366 -80.27849,35.3237,-80.2785,,,Stanly County,Q507798,North Carolina,Q1454
35682,32.41465 -91.76495,32.4147,-91.765,,,Richland Parish,Q507028,Louisiana,Q1588
35726,34.86291 -100.2048,34.8629,-100.2048,Wellington,Q979761,Collingsworth County,Q111647,Texas,Q1439
35736,34.62647 -79.13329,34.6265,-79.1333,,,Robeson County,Q507733,North Carolina,Q1454
35750,35.94884 -77.79499,35.9488,-77.795,Rocky Mount,Q1021026,Edgecombe County,Q118127,North Carolina,Q1454
35802,34.34274 -98.87128,34.3427,-98.8713,Hollister,Q2837518,Tillman County,Q489324,Oklahoma,Q1649
35808,33.76096 -91.27501,33.761,-91.275,Rohwer,Q7359850,Desha County,Q61029,Arkansas,Q1612
36354,32.03111 -100.13192,32.0311,-100.1319,,,Runnels County,Q112634,Texas,Q1439
36385,32.60761 -93.752565,32.6076,-93.7526,,,Caddo Parish,Q177562,Louisiana,Q1588
36405,32.83437 -109.70826,32.8344,-109.7083,Safford,Q79767,Graham County,Q58692,Arizona,Q816
36544,27.95808 -97.77217,27.9581,-97.7722,San Patricio,Q974215,Nueces River,Q1468723,Texas,Q1439
36812,33.16302 -111.56461,33.163,-111.5646,San Tan Valley,Q5241708,Maricopa County,Q58691,Arizona,Q816
36824,33.16391 -111.56539,33.1639,-111.5654,San Tan Valley,Q5241708,Pinal County,Q58712,Arizona,Q816
36832,34.28777 -85.9877,34.2878,-85.9877,Crossville,Q67163,DeKalb County,Q494626,Alabama,Q173
36857,34.836825 -79.509595,34.8368,-79.5096,,,Scotland County,Q506690,North Carolina,Q1454
37131,34.87138 -79.48198,34.8714,-79.482,,,Scotland County,Q506690,North Carolina,Q1454
37222,36.25778 -77.618225,36.2578,-77.6182,,,Halifax County,Q509910,North Carolina,Q1454
37232,31.487552 -82.015835,31.4876,-82.0158,,,Screven County,Q503511,Georgia,Q1428
37241,36.49192 -77.44075,36.4919,-77.4408,Seaboard,Q2026315,Northampton County,Q506676,North Carolina,Q1454
37253,32.30191593 -85.97899,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37254,32.30191593 -85.97898,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37255,32.30191593 -85.97900,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37256,32.30191593 -85.97897,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37257,32.30191593 -85.97896,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37258,32.30191593 -85.97901,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
